id,"text","author"
id2006,"At last, after my tale of how I had guided the army across the Danube, one universal shout of laughter broke from them all.","ACD"
id5307,"She started; a faint flush of color flew into her cheeks, and she hastily advanced closer to the wall of the house.","WKL"
id6018,"He is _not_ married.","WKL"
id6644,"Miss Garth looked down at the card in her hand, and looked up again in blank astonishment.","WKL"
id4533,"The following morning, Mrs. Inglethorp stayed in bed to breakfast, as she was rather overtired; but she appeared in her briskest mood about 12.30, and swept Lawrence and myself off to a luncheon party.","ACR"
id2793,"My theory was about to be proved in practice.","ACR"
id2252,"Where are you?","ACD"
id6142,"don’t let her sing!","WKL"
id222,"Address: Enmore Park, Kensington, W.'  There, take it with you.","ACD"
id4576,"Nothing more to do, Nibs?","ACR"
id5206,"The bed had not been disturbed, the candles had not been lit--to all appearance the room had not even been entered during the night.","WKL"
id650,"Now he halted in the       recess of the window.","ACD"
id1403,"The odds are enormously against your finding it.","ACD"
id5722,"Am I to understand, he asked, that the advice you wanted from me related to _this?_  Yes.","WKL"
id534,"It's not the first time, either, said the policeman, severely, shaking his head.","ACD"
id691,"Sherlock Holmes waved our strange visitor into a chair.","ACD"
id6742,"During an interval in the conversation, the attention of the ladies was suddenly attracted to this gate, by the sharp sound of the iron latch falling in its socket.","WKL"
id2498,"She laughed scornfully.","ACR"
id3380,"And yet there is no doubt that I, too, possess the deductive sense in a marked degree.","ACR"
id5494,"Don’t take a wife from the stage.","WKL"
id80,"She laughed at the elasticity of my character.","ACD"
id3680,"They’ve got one, now they’ll go for the other.","ACR"
id2475,"I never thought you a fool, my dear lady, but may I venture to suggest that you are somewhat foolhardy?","ACR"
id6951,"At the steps, she turned and looked round to see if Frank was following her.","WKL"
id2384,"Madame, this is a pleasure indeed.","ACR"
id1206,"But the _Times_ is a paper which is       seldom found in any hands but those of the highly educated.","ACD"
id636,"Winner of the Jackson prize for Comparative Pathology, with         essay entitled ‘Is Disease a Reversion?’  Corresponding member         of the Swedish Pathological Society.","ACD"
id63,"Do sit down and talk it over.","ACD"
id2614,"I took them off to go into the cavern.","ACR"
id2635,"The vicar did his best to persuade me that his wife was in urgent need of a companion help.","ACR"
id1468,"A debonair Hussar has room in his life for love, but none for a wife.","ACD"
id6144,"She stopped--her voice suddenly recovered its sweetness of tone--she smiled faintly--she said the old girlish words once more, in the old girlish way, Vow it, Blanche!","WKL"
id2121,"It was to be done in the early morning, and for two days running we have had a storming party of a thousand Grenadiers waiting for the breach to be formed.","ACD"
id3642,"We returned reluctantly, and Lord Yardly sent off one of the footmen post-haste to fetch the police.","ACR"
id4706,"cried Mrs. Cavendish.","ACR"
id879,"What was the use?","ACD"
id4428,"Farmer Raikes has got a very pretty young wife.","ACR"
id259,"He gathered his brows in scientific disapproval.","ACD"
id1916,"There were the rattle of arms and the cries of French soldiers in the hall.","ACD"
id2179,"Then he knelt down, levelled his musket, and fired.","ACD"
id1829,"Then he may have softened their hearts.","ACD"
id451,"Naturally, said I.","ACD"
id3071,"His tone seemed to indicate that such a thing was unlikely in the extreme.","ACR"
id5897,"I beg your pardon, he said.","WKL"
id3041,"Mrs. James did not see the lady, but thought that she had gone on ahead.","ACR"
id3427,"I also fancied that the dear old fellow was just the least inclined to be jealous.","ACR"
id2861,"I sat back on my heels and frowned at the opposite walls.","ACR"
id971,"There is no other claimant, I presume?","ACD"
id1321,"An instant afterwards he gave a little       cry of satisfaction, and, following the direction of his eager       eyes, I saw that a hansom cab with a man inside which had halted       on the other side of the street was now proceeding slowly onward       again.","ACD"
id6522,"At ten o’clock the next morning Norah and Magdalen stood alone in the hall at Combe-Raven watching the departure of the carriage which took their father and mother to the London train.","WKL"
id422,"My general conclusions you are good enough to approve, as I understand?","ACD"
id3800,"What _beau temps_, is it not?","ACR"
id312,"Nothing else I can do?","ACD"
id1429,"There are many soldiers who think that because one's trade is to make war one should never have a thought above fighting and plunder.","ACD"
id47,"I have never felt it.","ACD"
id401,"With these encouraging words the lady handed me over to the taciturn Austin, who had waited like a bronze statue of discretion during our short interview, and I was conducted to the end of the passage.","ACD"
id2335,"On the one hand there is no glory, for what glory could be gained by defeating this rabble of elderly shopkeepers, ignorant peasants, fanatical priests, excited women, and all the other creatures who made up the garrison?","ACD"
id5985,"Fetch my writing-desk out of the next room.","WKL"
id3076,"said the inspector.","ACR"
id6258,"Estimating him by years, he had turned fifty.","WKL"
id2057,"I was in the act of bowing to thank them for their acceptance when the door of the mess-room was flung open and the colonel hurried into the room, with an agitated face.","ACD"
id889,"What sort of night was it?’        Damp and raw.","ACD"
id4661,"I do hope she’s found him out at last!","ACR"
id4736,"We are afraid my mother is very ill. She seems to be having some kind of fit.","ACR"
id950,"I assure you that there is a reign of terror in the       district, and that it is a hardy man who will cross the moor at       night.","ACD"
id1645,"There was no hope for me in the old walls, in the tiny window, or in the massive door.","ACD"
id6839,"Good-night.","WKL"
id5867,"she asked, addressing her husband, after one steady look at Lady Jane.","WKL"
id1164,"He glanced swiftly over it, running his eyes       up and down the columns.","ACD"
id1114,"I think it unlikely that he waited at the moor-gate every       evening.","ACD"
id576,"Why so?","ACD"
id2904,"Sir Eustace Pedler, the owner of the Mill House, is wintering on the Riviera.","ACR"
id2362,"Her narrow black eyes narrowed themselves still more, the long line of her scarlet mouth curved faintly upwards.","ACR"
id3770,"_Bien!_ All is admitted.","ACR"
id1106,"If that were so, and it seems most probable, only a man       who had lost his wits would have run _from_ the house instead of       towards it.","ACD"
id6309,"Look at Norah (good-morning, my dear)—look, I say, at Norah.","WKL"
id6741,"The view from the windows looked over the flower-garden and shrubbery; this last being protected at its outward extremity by a fence, and approached from the lane beyond by a wicket-gate.","WKL"
id1700,"I saw the young man throw himself in an agony of grief into his chair.","ACD"
id1927,"I was about to point this out to him, but at the first word I uttered he gave a shout of astonishment, and, rushing out, he seized the lamp which hung in the corridor and flashed it in my face.","ACD"
id3745,"The Scotland Yard man grunted.","ACR"
id5969,"She inflicted reproof in the present without excluding hope in the future.","WKL"
id5421,"When she spoke to her husband it was evidently with a wish to soothe and conciliate him.","WKL"
id2026,"Some mocking answer was on his tongue, but my glance kept it there.","ACD"
id5652,"You were married at Inchmallock, in Ireland, Mr. Vanborough, thirteen years since?","WKL"
id3836,"The substitution will be discovered.","ACR"
id6478,"Half an hour passed, and neither Mr. Vanstone nor his wife left the breakfast-room.","WKL"
id1066,"With a wood round it?","ACD"
id4815,"Will she last out the night, I wonder?","WKL"
id5385,"They were both prettily dressed in white, with sashes of the same shade of light blue.","WKL"
id1369,"He turned into one of the district messenger offices, where he       was warmly greeted by the manager.","ACD"
id1100,"He was running, Watson—running desperately, running for his       life, running until he burst his heart—and fell dead upon his       face.","ACD"
id3622,"The Star of the East was missing!","ACR"
id3513,"I’m fond of the kids, and I want to straighten things up, and be able to live on at the old place.","ACR"
id4473,"I asked sharply, for instinctively I distrusted the man.","ACR"
id4968,"No, no--not the bottle!","WKL"
id1400,"Here are twenty-three       shillings.","ACD"
id2135,"Clearly.","ACD"
id6105,"In the latter part of her illness her mind gave way.","WKL"
id1934,"he asked.","ACD"
id174,"I'm afraid the day for this sort of thing is rather past.","ACD"
id5643,"And you have found out that I am right?","WKL"
id1777,"and Lucia!","ACD"
id6107,"The poor soul found the tone, almost the look, that had been lost for so many years--the tone of the past time when the two girls had gone their different ways in the world.","WKL"
id693,"I observe from your forefinger that you make       your own cigarettes.","ACD"
id5738,"Mr. Vanborough rose to his feet without replying, and took a turn in the room impatiently.","WKL"
id2918,"He explained to Mrs. James that he was a friend of the lady who had come to look over the house, but had stopped at the post office to send a telegram.","ACR"
id3296,"Why, it’s one of the show places of England.","ACR"
id217,"Winner of Crayston Medal for Zoological Research.","ACD"
id6956,"Come, Frank!","WKL"
id4954,"Which bottle?","WKL"
id6344,"In Miss Garth’s favorite phrase, Magdalen was born with all the senses—except a sense of order.","WKL"
id3707,"This morning, I understand.","ACR"
id1584,"But I am not taken so easily.","ACD"
id819,"This explanation was borne             out by the post-mortem examination, which showed             long-standing organic disease, and the coroner’s jury             returned a verdict in accordance with the medical evidence.","ACD"
id3860,"It seems a little unfair on Mary Marvell.","ACR"
id6311,"The vile gas, the foul air, the late hours—what can you expect?","WKL"
id4313,"Perhaps.","ACR"
id4604,"Poirot was an extraordinary looking little man.","ACR"
id826,"I must thank you, said Sherlock Holmes, for calling my       attention to a case which certainly presents some features of       interest.","ACD"
id5248,"I'm ill--I'm faint--I want air, she answered, speaking thickly and confusedly.","WKL"
id3573,"Then he glanced at my friend.","ACR"
id945,"Since the tragedy, Mr. Holmes, there have come to my ears       several incidents which are hard to reconcile with the settled       order of Nature.","ACD"
id3943,"A mass of nerves, poor thing.","ACR"
id300,"My scientific education having been somewhat neglected, I was unable to follow the whole argument, but it was evident that the English Professor had handled his subject in a very aggressive fashion, and had thoroughly annoyed his Continental colleagues.","ACD"
id1994,"You will sympathise with me.","ACD"
id3796,"Believe me, it was necessary for the diamond to be stolen.","ACR"
id2283,"The powder is stored in the Mother Superior's room.","ACD"
id3374,"She thanked me and sat down.","ACR"
id3764,"Lord Yardly.","ACR"
id6550,"But Miss Garth had lived too long and too intimately under Mr. Vanstone’s roof to be parted with for any purely formal considerations; and the first hint at going away which she had thought it her duty to drop was dismissed with such affectionate warmth of protest that she never repeated it again, except in jest.","WKL"
id2208,"The smell within the city was so horrible that one wondered how people could live in it, for during the months that the siege had lasted there had been no attempt to cleanse the streets or to bury the dead.","ACD"
id3886,"You’ve gone a bit too far this time.","ACR"
id758,"The moon shone clear above them, and they rode             swiftly abreast, taking that course which the maid must             needs have taken if she were to reach her own home.","ACD"
id4585,"But they were both gay enough this afternoon, and chatted together like a couple of children.","ACR"
id4354,"Cynthia Murdoch was a fresh-looking young creature, full of life and vigour.","ACR"
id1952,"This was the way, my friends, in which I lost my ear.","ACD"
id3715,"The whole point of it was to get us to concentrate on the Friday, and so be off our guard beforehand.","ACR"
id2876,"I was the only person who had seen anything of the affair.","ACR"
id236,"In my opinion he's just a homicidal megalomaniac with a turn for science.","ACD"
id3973,"And what do you think of Dr. Bernard, Hastings?","ACR"
id6046,"It was not desirable (on his own sole responsibility) to let the servants see what had happened.","WKL"
id2982,"I wavered between injured dignity and the overwhelming desire to express my theories.","ACR"
id6016,"In two words, madam, answered Mr. Delamayn; waste paper.","WKL"
id2078,"If you will come with me I will give you your instructions.","ACD"
id179,"Talking of the blank spaces of the map gives me an idea.","ACD"
id3323,"She stopped.","ACR"
id937,"Oh, Dr.       Mortimer, Dr. Mortimer, to think that you should not have called       me in!","ACD"
id416,"said he, with a most insolent stare.","ACD"
id324,"murmured Tarp Henry.","ACD"
id2052,"Already the smile had died away from their lips.","ACD"
id4922,"The servants, talking down stairs of their mistress's occupation before her marriage, had not been misled by false reports.","WKL"
id3962,"My dear sir!","ACR"
id4871,"Wan as they might be, there was not a wrinkle in her cheeks.","WKL"
id2957,"You are the Miss Beddingfeld who gave evidence at the inquest.","ACR"
id6092,"She repudiated his money--she repudiated his name.","WKL"
id3351,"I can do no more.","ACR"
id5829,"Your friend’s wife?","WKL"
id2000,"It is no ordinary man who has joined you to-night, but it is I, THE Gerard, the hero of Ratisbon, the victor of Jena, the man who broke the square at Austerlitz?","ACD"
id1371,"No, sir, indeed I have not.","ACD"
id6485,"I bring news, my dears, which will surprise you, she said, addressing her daughters.","WKL"
id6029,"He lifted her from the floor and placed her on the sofa, and waited to see if Mr. Vanborough would come back.","WKL"
id5323,"Ascending more stairs, she came upon a row of doors, all leading into rooms on the first floor of the north side of the house.","WKL"
id5101,"Then the window-curtains fell to again heavily, the wavering flame of the candle grew steady once more, and the awful silence in the room sank deeper than ever.","WKL"
id195,"Wasn't he the man who broke the skull of Blundell, of the Telegraph?","ACD"
id4964,"Take the cork out of the bottle, she said, and give it to me.","WKL"
id6658,"All the probabilities seemed to point to some hidden connection between the family affairs which had taken Mr. and Mrs. Vanstone so suddenly from home and the family matter associated with the name of Captain Wragge.","WKL"
id329,"Do you not think that it is over-accentuated?","ACD"
id2013,"Do you know, Captain Pelletan, whether Marshal Lannes is still with the army?","ACD"
id4109,"All right, said Black slowly, but he looked uneasy.","ACR"
id5951,"she said to herself, faintly.","WKL"
id3969,"Certainly not.","ACR"
id5495,"If I could get such a wife as yours, replied the other, I would take her from the stage to-morrow.","WKL"
id2486,"She gave a sigh of relief.","ACR"
id2403,"It should not surprise us.","ACR"
id1064,"Here you have       the particular district which concerns us.","ACD"
id5925,"The implied insult stung the wife’s sensitive nature to the quick.","WKL"
id4505,"For the first time I felt that, with Evelyn Howard, something indefinable had gone from the atmosphere.","ACR"
id3712,"Appearances are deceptive, they say, but it certainly appears so.","ACR"
id369,"Got your letter?","ACD"
id140,"Not another word, Sir!","ACD"
id4038,"Tears in her eyes, she bade us a dignified farewell.","ACR"
id6058,"There was a loud ring at the bell--a quick opening of the house-door--a rustling of a woman’s dress in the passage.","WKL"
id668,"From Charing Cross Hospital?","ACD"
id5327,"Thicker clouds of dust than she had yet met with flew out the moment the interior of the room was visible; a dry, airless, suffocating atmosphere almost choked her as she stooped to pick up the letter from the floor.","WKL"
id4753,"It was pitch dark, but Lawrence was following with the candle, and by its feeble light we saw that the bed had not been slept in, and that there was no sign of the room having been occupied.","ACR"
id326,"That lucid and admirable statement seems to be the last word in the matter.","ACD"
id2955,"Ah!","ACR"
id3640,"But in vain we hunted and searched.","ACR"
id6489,"Without us?","WKL"
id1112,"Is it natural that he should stand for five or ten minutes, as       Dr. Mortimer, with more practical sense than I should have given       him credit for, deduced from the cigar ash?","ACD"
id3243,"The third one came yesterday, and it seemed to me that, after all, the matter might be more serious than I had imagined.","ACR"
id6064,"She saw the figure on the sofa.","WKL"
id614,"I can only think of the obvious conclusion that the man has       practised in town before going to the country.","ACD"
id1874,"The fellow's coarse hand felt about among my curls--those curls in which only a woman's fingers had ever wandered.","ACD"
id2634,"At the same time I realized the extraordinary kindness of all these good people.","ACR"
id3362,"Await my return, I beg of you.","ACR"
id1434,"No one can say that Napoleon did not admire them also, for the very first thing which he did when he captured the town was to send the best of them to Paris.","ACD"
id875,"Holmes leaned forward in       his excitement and his eyes had the hard, dry glitter which shot       from them when he was keenly interested.","ACD"
id2757,"When I went to bed, I stared earnestly at my face in the glass.","ACR"
id3785,"Bring things to a head!","ACR"
id2333,"Up to this time our fighting all over Europe had always been done between one army and another.","ACD"
id1988,"So far I admit that I was wrong, but now I come to the sequel.","ACD"
id823,"The young man when last heard of was in             America, and inquiries are being instituted with a view to             informing him of his good fortune.","ACD"
id6434,"Mrs. Vanstone started, and looked eagerly at her husband the moment Magdalen spoke those words.","WKL"
id1587,"Up the grand staircase I rushed, burst open the pair of huge folding doors which faced me, and learned at last that my efforts were in vain.","ACD"
id2264,"The man had been nailed to the wall as a weasel is nailed to the door of a barn.","ACD"
id1049,"Where, then, could he have been?","ACD"
id1508,"This fellow had done his work and had resumed his journey as quietly and unconcernedly as if he were accustomed to clap a sack over a colonel of Hussars every day of the week.","ACD"
id696,"He had long, quivering fingers       as agile and restless as the antenn? of an insect.","ACD"
id6315,"Norah’s dark, handsome face brightened into a smile—then lightly clouded again with its accustomed quiet reserve.","WKL"
id1992,"Flushed with the wine, I was drawn on from story to story.","ACD"
id4195,"You were going to say——?","ACR"
id83,"But, above all, he must be a man who could do, who could act, who could look Death in the face and have no fear of him, a man of great deeds and strange experiences.","ACD"
id3853,"And very well he played it!","ACR"
id3127,"He was reaching slowly for pen and paper.","ACR"
id1124,"The latter was a small, alert, dark-eyed man about thirty years       of age, very sturdily built, with thick black eyebrows and a       strong, pugnacious face.","ACD"
id305,"Then I'd better try my luck with the original.","ACD"
id3812,"they did not exist.","ACR"
id632,"There were several Mortimers, but only one who could be our       visitor.","ACD"
id3112,"I didn’t turn my head.","ACR"
id71,"It's nobody in particular, she explained, laughing at the expression of my face: only an ideal.","ACD"
id3524,"Hoffberg, the Hatton Garden man, is on the look-out for a likely customer, but he’ll have to find one soon, or it’s a washout.","ACR"
id130,"Look at Clive--just a clerk, and he conquered India!","ACD"
id5883,"You may trust it all to me.","WKL"
id3116,"What?","ACR"
id1739,"He flung his hands out with a furious gesture and rushed from the room.","ACD"
id6263,"The young ladies are not likely to be down earlier after the concert last night.—By-the-by, how did you like the concert yourself, eh?","WKL"
id5557,"What do you know about Lady Jane?","WKL"
id5044,"Sign!","WKL"
id6117,"she said.","WKL"
id4174,"She certainly could not be a day less than seventy now.","ACR"
id815,"One fact which has not been explained is             the statement of Barrymore that his master’s footprints             altered their character from the time that he passed the             moor-gate, and that he appeared from thence onward to have             been walking upon his toes.","ACD"
id6851,"The plain facts, as stated by the engineer, were briefly these: Frank was not possessed of the necessary abilities to fit him for his new calling; and it was useless to waste time by keeping him any longer in an employment for which he had no vocation.","WKL"
id6424,"and how red your nice old bald head will get at the top with the worry of writing the answers; and how many of the answers you will leave until tomorrow after all!","WKL"
id6010,"You are not wanted to do more.","WKL"
id4684,"Do you young people want lights, or do you enjoy the twilight?","ACR"
id5510,"If you’re joking--it’s a joke I don’t see.","WKL"
id4553,"We had a very cheery tea, and assisted Cynthia to wash up afterwards.","ACR"
id6110,"She surprised the doctor and the nurse by begging them gently to leave the room.","WKL"
id2387,"Compatriots though we are, we will not speak Russian, I think, she observed.","ACR"
id3417,"I really don’t think I need wait for Monsieur Poirot.","ACR"
id5221,"I mind my own business.","WKL"
id6082,"He discovered, denounced, and remedied a crying abuse in the administration of a public charity.","WKL"
id965,"Mortimer looked       at his watch—in exactly one hour and a quarter.","ACD"
id4889,"Sarah hesitated twice before she knocked at the door.","WKL"
id3593,"Suddenly there was a low rustle, and Lady Yardly appeared framed in the doorway, a radiant figure in a long white shimmering dress.","ACR"
id3683,"Figure to yourself that for the moment I had not thought of that!","ACR"
id5000,"For God's sake, don't write it!","WKL"
id4363,"She nodded.","ACR"
id5473,"I am waiting to consult him.","WKL"
id4270,"Or shall we wait until we hear from the Princess?","ACR"
id1706,"Aide-de-camp to the robber who calls himself General Suchet, who in turn represents that arch-robber Buonaparte?","ACD"
id335,"Well if your conscience can stand it----  It has never failed me yet.","ACD"
id5082,"Saying those words, she attempted to remove the Bible softly out of her mistress's sight.","WKL"
id439,"He transfixed me with two sharp, steely eyes.","ACD"
id5960,"She asked herself, Am I mad?","WKL"
id426,"That strengthens my position very much, does it not?","ACD"
id4285,"He wore gold-rimmed pince-nez, and had a curious impassivity of feature.","ACR"
id6870,"All the rest, Miss Garth included, found old Mr. Clare’s speech of welcome to his son quite irresistible.","WKL"
id902,"There is an exit through a summer-house at the far end.","ACD"
id1561,"Cunning, then, not force, must be my aid.","ACD"
id5361,"With all my heart and soul!","WKL"
id3231,"Let us see the inside.","ACR"
id5606,"We meet with people occasionally whom we dislike without knowing why.","WKL"
id2715,"I quite understand.","ACR"
id4464,"John’s voice sounded outside.","ACR"
id6411,"Time enough to break her to harness when she gets a little older.","WKL"
id561,"To James Mortimer, M.R.C.S., from his friends of the       C.C.H., was engraved upon it, with the date 1884.","ACD"
id6972,"Her seventeenth birthday was now near at hand; she had decided on celebrating it by acting a play; had issued her orders accordingly; and had been obeyed by her docile parents as implicitly as usual.","WKL"
id6328,"Her hair was of that purely light-brown hue, unmixed with flaxen, or yellow, or red—which is oftener seen on the plumage of a bird than on the head of a human being.","WKL"
id4949,"Sarah started up, and with the quick instinct of obedience brushed away the tears that were rolling fast over her cheeks.","WKL"
id6446,"Magdalen, in her capacity of spoiled child, was, as usual, the first to break the silence.","WKL"
id3830,"Terrified by the threat of a divorce, and the prospect of being separated from her children, she agreed to all he wished.","ACR"
id6720,"She locked up the letter in her desk; roused herself resolutely to attend to the passing interests of the day; and went downstairs again to the breakfast-room.","WKL"
id900,"None.","ACD"
id5335,"They were now parting for the first time--and parting, it might be, for life.","WKL"
id793,"Sir Charles, as is         well known, made large sums of money in South African         speculation.","ACD"
id3658,"Look here, my dear fellow, hadn’t we better get back to London?","ACR"
id197,"Do you mind?","ACD"
id5407,"Look at her now, and say if the English air hasn’t agreed with her!","WKL"
id5686,"He cast one furtive glance at Mr. Kendrew, and turned away again.","WKL"
id3610,"As we bent over her, uncertain for the moment whether she were dead or alive, her eyelids opened.","ACR"
id4960,"Oh, pray don't ask me.","WKL"
id3037,"He was clean-shaven and was wearing a brown suit.","ACR"
id2908,"She explained that she wanted to rent or purchase a house on the Thames within easy reach of London.","ACR"
id761,"‘But I have seen             more than that,’ said he, ‘for Hugo Baskerville passed me             upon his black mare, and there ran mute behind him such a             hound of hell as God forbid should ever be at my heels.’              So the drunken squires cursed the shepherd and rode onward.","ACD"
id2623,"CHAPTER II   Every one was very kind to me.","ACR"
id1275,"You don’t       seem quite to have made up your mind whether it’s a case for a       policeman or a clergyman.","ACD"
id3426,"He cross-questioned me rather sharply over the details of our conversation and I could read between the lines that he was not best pleased to have been absent.","ACR"
id144,"But who--who in all this wide world could ever have imagined the incredible shape which that deed was to take, or the strange steps by which I was led to the doing of it?","ACD"
id1959,"Youth is past and passion is gone, but the soul of the gentleman can never change, and still Etienne Gerard would bow his grey head before her and would very gladly lose his other ear if he might do her a service.","ACD"
id6575,"His hands were covered with black cotton gloves neatly darned at the fingers; his umbrella, worn down at the ferule to the last quarter of an inch, was carefully preserved, nevertheless, in an oilskin case.","WKL"
id6091,"It was rejected, without an instant’s hesitation.","WKL"
id3670,"Poirot held up his hands in horror.","ACR"
id1845,"Go back!","ACD"
id315,"We'll have the fellow round here making a row and breaking the furniture.","ACD"
id1286,"There seems to be danger.","ACD"
id474,"We must all bow to you, and try to get a favorable word, must we?","ACD"
id5501,"A position in the world!","WKL"
id637,"Author of ‘Some Freaks of         Atavism’ (_Lancet_ 1882).","ACD"
id5140,"No!","WKL"
id958,"I see that you have quite gone over to the supernaturalists.","ACD"
id6501,"When she tried the door, it was locked on the inside.","WKL"
id2469,"And doubtless you carry these diamonds about with you everywhere?","ACR"
id5763,"Mr. Delamayn interfered--partly in the interests of his client, partly in the interests of propriety.","WKL"
id5079,"tell him that you forgive the Captain's brother!","WKL"
id1531,"You have not killed him, Matteo?","ACD"
id5395,"You may have heard of her husband--the famous Indian officer, Sir Thomas Lundie?","WKL"
id2875,"He had evidently come straight off the steamer.","ACR"
id702,"May I inquire who has the honour to be the first?","ACD"
id6362,"Suffering!","WKL"
id2226,"Who was within I could not tell, and yet I must take the risk.","ACD"
id6745,"Magdalen looked at him attentively, without appearing, at first, to know who he was.","WKL"
id1301,"Then you may expect us.","ACD"
id5844,"Is the aspect south?","WKL"
id2098,"Excuse me, sir, said I, as I saluted, I am aware that I have volunteered for a service of great danger, but the exact details have not yet been given to me.","ACD"
id2941,"In each there was a man with a tanned face—evidently an Englishman living abroad, and there were other things.","ACR"
id3771,"Let us forget it and have lunch.","ACR"
id559,"It was a fine, thick piece of wood,       bulbous-headed, of the sort which is known as a Penang lawyer.","ACD"
id6375,"Anything will do, as long as it doesn’t send us to bed at eleven o’clock.","WKL"
id516,"We went with a back somersault down the front steps.","ACD"
id5680,"He must have forgotten that part of his duty--or being only a beginner, he may well have been ignorant of it altogether.","WKL"
id3477,"Almost a certainty, replied Poirot placidly.","ACR"
id4754,"We went straight to the connecting door.","ACR"
id4903,"Of the other objects in the chamber, only those of the largest and most solid kind were prominent enough to be tolerably visible in the dim light.","WKL"
id3075,"Ah!","ACR"
id4440,"This minute!","ACR"
id2273,"They have sent me to learn what had befallen you.","ACD"
id3103,"Injured dignity went to the wall.","ACR"
id1763,"The light was very dim, so dim that I could only just discern a figure huddled in the corner, and I could hear the low whisper of a voice which prayed as one prays who is in deadly fear.","ACD"
id3486,"Extraordinary business this, Monsieur Poirot.","ACR"
id2160,"My spurs I removed.","ACD"
id2654,"He sighed.","ACR"
id1155,"What business?","ACD"
id4893,"There was nothing in Captain Treverton's face to warrant the suspicion of ill-treatment, or even of harsh words.","WKL"
id4199,"He’s got a great black beard, and wears patent leather boots in all weathers!","ACR"
id603,"To that extent.","ACD"
id6414,"Sorting them gayly in less than a minute, she approached the breakfast-table with both hands full, and delivered the letters all round with the business-like rapidity of a London postman.","WKL"
id3198,"But there _is_ a fashionable detective.","ACR"
id3989,"I cannot tell you how I regret to derange you in this way.","ACR"
id2633,"I was an orphan, and practically penniless, but free.","ACR"
id6503,"I’m busy now, my dear, was the answer.","WKL"
id4924,"The dog's-eared old plays had been once her treasured dramatic library; she had always retained a fondness for them from old associations; and, during the latter part of her illness, they had remained on her bed for days and days together.","WKL"
id5183,"He shall _not_ know it!","WKL"
id5750,"The first change that came over the scene was produced by the appearance of a servant in the dining-room.","WKL"
id4616,"You’ve been entertaining a celebrity unawares, I replied.","ACR"
id560,"Just under the head was a broad silver band nearly an inch       across.","ACD"
id3,"For an hour or more that evening I listened to his monotonous chirrup about bad money driving out good, the token value of silver, the depreciation of the rupee, and the true standards of exchange.","ACD"
id5052,"You will give this to your master, she said, when I am dead; and you will answer any questions he puts to you as truly as if you were before the judgment-seat.","WKL"
id1527,"A moment later the bars creaked and the key whined once more.","ACD"
id2303,"I looked through the chink in the curtains in an agony of fear lest they had come upon my traces, but it was evident that their visit was simply in order to feast their eyes upon my unfortunate compatriot.","ACD"
id1569,"In an instant I had bounded to my feet and rushed as hard as I could to the back of the hall.","ACD"
id1028,"My first impression as I opened the door was that a fire had       broken out, for the room was so filled with smoke that the light       of the lamp upon the table was blurred by it.","ACD"
id4457,"Of course, Miss Howard, I said, I’ll do everything I can, but I’m sure you’re excited and overwrought.","ACR"
id2505,"The South African mail-boat docks at Southampton to-morrow, and on board her is a man who has come specially from Africa at my request and who has carried out certain orders of mine.","ACR"
id5819,"I undertake to find one for her, and the day _I_ select to make the discovery is the day _you_ select for dining with a friend.","WKL"
id5898,"There is some misapprehension here, for which I am in no way responsible.","WKL"
id4668,"I was anxious to get hold of John, but he was nowhere to be seen.","ACR"
id944,"No, but you evidently think it.","ACD"
id5742,"Mr. Delamayn shook his head, and sipped his claret.","WKL"
id4120,"Tuesday.","ACR"
id1950,"He has helped to preserve those in our palace.","ACD"
id4643,"Had a good walk with Dr. Bauerstein?","ACR"
id3920,"I asked.","ACR"
id3396,"I am right, then, you have received these strange communications also?","ACR"
id4828,"cried the other, rising quickly from his chair.","WKL"
id89,"These are the sort of men that a woman could worship with all her soul, and yet be the greater, not the less, on account of her love, honored by all the world as the inspirer of noble deeds.","ACD"
id5552,"She is a millstone round my neck, with all her virtues.","WKL"
id1111,"We can understand his taking an       evening stroll, but the ground was damp and the night inclement.","ACD"
id4535,"Lady Tadminster’s sister, you know.","ACR"
id219,"Ex-President Palaeontological Society.","ACD"
id3272,"In the palm, a stone of white fire, exquisitely set in platinum, lay and winked at us solemnly.","ACR"
id1937,"My injury, sir, is nothing.","ACD"
id2407,"Wisest of all, he knows when to stop.","ACR"
id1688,"His voice quivered with anxiety and his hands darted in and out or writhed together in an agony of entreaty.","ACD"
id936,"That gravel page upon       which I might have read so much has been long ere this smudged by       the rain and defaced by the clogs of curious peasants.","ACD"
id19,"That delicately bronzed skin, almost oriental in its coloring, that raven hair, the large liquid eyes, the full but exquisite lips,--all the stigmata of passion were there.","ACD"
id6726,"Whatever their object might have been, they had to all appearance successfully accomplished it—for they both returned in perfect possession of their every-day looks and manners.","WKL"
id5931,"Mr. Vanborough, she said, you offered to take me to my carriage just now.","WKL"
id3557,"That’s all right.","ACR"
id4429,"Just ask your Alfred how much time he spends over there.’ She was very angry.","ACR"
id4435,"He’s a bad lot!’  What did she say?","ACR"
id1419,"So the sympathy was all with me, and after the affair had blown over and the man's widow had been pensioned Suchet chose me as his own galloper, and I followed him to Venice, where I had the strange adventure which I am about to tell you.","ACD"
id4361,"I dropped down obediently.","ACR"
id1264,"I confess that I share Dr. Mortimer’s belief that it       will not be long before the missing boot is found.","ACD"
id3854,"What did you say to him?","ACR"
id6119,"Afraid?","WKL"
